@relation vectors26_test

@attribute Subject {system,it,data,sharing,program,agreements,standards,Resources,A-130,Standards,providers,maintenance,personnel,community,management,provider,CDN,product,remove,peering,crowds,replication,research,Peering,condition,increases,relationships,instance,PA,System,protocols,information,CDNs,functions,s,host,policies,ensures,delegation,conjunction,terms,algorithms,Mediator,resources,entities,arrangement,rols,content,decision,traffic,Registry,servers,access,Repository,Agent,requirements,negotiations,distribution,redirection,assignment,â,Server,registry}
@attribute S-TAG {NN,PRP,NNS,VBG,NNP,NNPS,VB,VBZ,VBP}
@attribute S-NER {O,TITLE,ORGANIZATION,MISC}
@attribute S-Type {'abstract entity',null,'physical entity'}
@attribute Verb {use,for,have,shall,mitigate,from,publish,collects,at,prioritize,support,becoming,within,collect,complete,to,handle,accept,with,establish,sharing,maintain,provide,define,accommodate,test,operate,in,of,null,about,â,peering,CDN,remove,enabling,allow,on,determining,be,requires,share,allows,through,achieve,consider,specify,identifies,passes,discover,performs,predicting,configure,participating,regarding,enables,exchange,do,improving,decrease,reduce,is,initiates,In,ensures,under,are,perform,between,as,generates,encapsulates,discovering,register,supplies,provides,establishing,acquire,by,using,assist,serving,disseminating,publishes,registers}
@attribute V-TAG {VB,IN,MD,VBZ,VBG,TO,NN,null,VBP}
@attribute V-CAT {transitive,null,intransitive}
@attribute V-Process {N,Y,null}
@attribute Object {longitude,timestamps,minimum,administrator,able,attacks,shutdown,data,it,rate,handling,observations,available,sources,minutes,them,receipt,seconds,check,request,minute,information,requests,users,operations,environment,tools,support,service,staff,methods,criteria,rules,standards,documentation,system,technologies,contributions,delivery,Plan,A-130,Resources,requirements,Management,outlined,Institute,NIST,Standards,B,providers,network,metadata,restrictions,communications,access,€,assists,CDNs,resources,CDN,peering,internetworking,need,demand,â,compensation,participants,undertaken,research,s,scale/reach,sharing,increases,entities,administration,interactions,relationships,coordination,activities,roles,PA,peers,process,performance,protocols,participating,availability,validation,load,cost,server,replicates,event,trigger,hotspot,content,end-users,host,permitted,policies,agent,mediator,SLA-allocator,enforced,caching,selection,serversâ,servers,basis,PA.,conjunction,established,there,replicated,taken,redirected,resource,details,created,arrangement,administer,set,module,negotiations,PAs,used,conduit,approach,others,performed,DNS,clusters,cluster,levels,gateways,SR.,provider}
@attribute O-TAG {NN,NNS,JJ,PRP,VBG,NNP,VBN,NNPS,$,VBZ,VB,RB}
@attribute O-NER {O,TITLE,CAUSE_OF_DEATH,DURATION,ORGANIZATION,MONEY,MISC,STATE_OR_PROVINCE}
@attribute O-Type {'abstract entity',null,'physical entity'}
@attribute label numeric

@data
remove,VB,O,'abstract entity',for,IN,null,N,CDN,NN,MISC,null,0
product,NN,O,'physical entity',enabling,VBG,transitive,N,CDN,NN,MISC,null,0
program,NN,O,'abstract entity',remove,VB,transitive,Y,resources,NNS,O,'abstract entity',1
product,NN,O,'physical entity',enabling,VBG,transitive,N,CDN,NN,MISC,null,0
providers,NNS,O,'physical entity',â,VB,null,N,€,$,MONEY,null,0
product,NN,O,'physical entity',CDN,NN,null,N,CDNs,NNS,O,null,0
product,NN,O,'physical entity',CDN,NN,null,N,CDNs,NNS,O,null,0
peering,VBG,O,null,in,IN,null,N,delivery,NN,O,'abstract entity',0
program,NN,O,'abstract entity',remove,VB,transitive,Y,need,NN,O,'abstract entity',0
crowds,NNS,O,'abstract entity',in,IN,null,N,demand,NN,O,'physical entity',0
CDN,NN,MISC,null,peering,VBG,transitive,N,delivery,NN,O,'abstract entity',0
peering,VBG,O,null,in,IN,null,N,delivery,NN,O,'abstract entity',0
replication,NN,O,'abstract entity',on,IN,null,N,â,NN,O,null,0
replication,NN,O,'abstract entity',determining,VBG,transitive,Y,compensation,NN,O,'abstract entity',0
replication,NN,O,'abstract entity',determining,VBG,transitive,Y,participants,NNS,O,'physical entity',0
research,NN,O,'abstract entity',be,VB,intransitive,N,undertaken,VBN,O,null,0
replication,NN,O,'abstract entity',determining,VBG,transitive,Y,compensation,NN,O,'abstract entity',0
replication,NN,O,'abstract entity',determining,VBG,transitive,Y,participants,NNS,O,'physical entity',0
replication,NN,O,'abstract entity',on,IN,null,N,â,NN,O,null,0
peering,VBG,O,null,requires,VBZ,transitive,Y,research,NN,O,'abstract entity',0
peering,VBG,O,null,requires,VBZ,transitive,Y,research,NN,O,'abstract entity',0
research,NN,O,'abstract entity',be,VB,intransitive,N,undertaken,VBN,O,null,0
replication,NN,O,'abstract entity',on,IN,null,N,â,NN,O,null,0
providers,NNS,O,'physical entity',share,VB,intransitive,N,resources,NNS,O,'abstract entity',1
providers,NNS,O,'physical entity',share,VB,intransitive,N,resources,NNS,O,'abstract entity',1
CDN,NN,O,null,allows,VBZ,transitive,N,providers,NNS,O,'physical entity',0
CDN,NN,O,null,allows,VBZ,transitive,N,providers,NNS,O,'physical entity',0
CDN,NN,O,null,through,IN,null,N,s,NNS,O,'abstract entity',0
CDN,NN,O,null,achieve,VB,transitive,N,scale/reach,NN,O,null,0
sharing,NN,O,'abstract entity',with,IN,null,N,s,NNS,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,sharing,NN,O,'abstract entity',0
CDN,NN,O,null,achieve,VB,transitive,N,scale/reach,NN,O,null,0
CDN,NN,O,null,achieve,VB,transitive,N,scale/reach,NN,O,null,0
CDN,NN,O,null,through,IN,null,N,s,NNS,O,'abstract entity',0
Peering,VBG,O,null,allows,VBZ,transitive,N,CDN,NN,O,null,0
CDN,NN,O,null,achieve,VB,transitive,N,scale/reach,NN,O,null,0
Peering,VBG,O,null,allows,VBZ,transitive,N,CDN,NN,O,null,0
CDN,NN,O,null,through,IN,null,N,sharing,NN,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,s,NNS,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,s,NNS,O,'abstract entity',0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
increases,NNS,O,'abstract entity',in,IN,null,N,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,increases,NNS,O,'abstract entity',0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,increases,NNS,O,'abstract entity',0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,increases,NNS,O,'abstract entity',0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,CDN,NN,O,null,0
condition,NN,O,'abstract entity',consider,VB,transitive,Y,increases,NNS,O,'abstract entity',0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,entities,NNS,O,null,0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,administration,NN,O,'abstract entity',0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,administration,NN,O,'abstract entity',0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,interactions,NNS,O,'abstract entity',0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,entities,NNS,O,null,0
relationships,NNS,O,'abstract entity',specify,VB,intransitive,Y,interactions,NNS,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,relationships,NNS,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,coordination,NN,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,relationships,NNS,O,'abstract entity',0
CDN,NN,O,null,through,IN,null,N,relationships,NNS,O,'abstract entity',0
CDN,NN,O,null,identifies,VBZ,intransitive,Y,activities,NNS,O,'abstract entity',1
CDN,NN,O,null,through,IN,null,N,coordination,NN,O,'abstract entity',0
CDN,NN,O,null,identifies,VBZ,intransitive,Y,activities,NNS,O,'abstract entity',1
CDN,NN,O,null,identifies,VBZ,intransitive,Y,roles,NNS,O,'abstract entity',1
CDN,NN,O,null,identifies,VBZ,intransitive,Y,activities,NNS,O,'abstract entity',1
CDN,NN,O,null,identifies,VBZ,intransitive,Y,roles,NNS,O,'abstract entity',1
CDN,NN,O,null,through,IN,null,N,coordination,NN,O,'abstract entity',0
CDN,NN,O,null,identifies,VBZ,intransitive,Y,activities,NNS,O,'abstract entity',1
CDN,NN,O,null,through,IN,null,N,coordination,NN,O,'abstract entity',0
CDN,NN,O,null,identifies,VBZ,intransitive,Y,roles,NNS,O,'abstract entity',1
CDN,NN,O,null,identifies,VBZ,intransitive,Y,roles,NNS,O,'abstract entity',1
CDN,NN,O,null,through,IN,null,N,relationships,NNS,O,'abstract entity',0
instance,NN,O,'abstract entity',passes,VBZ,intransitive,N,requirements,NNS,O,'abstract entity',0
instance,NN,O,'abstract entity',discover,VB,transitive,N,resources,NNS,O,'abstract entity',0
instance,NN,O,'abstract entity',discover,VB,transitive,N,resources,NNS,O,'abstract entity',0
instance,NN,O,'abstract entity',to,TO,null,N,PA,NN,STATE_OR_PROVINCE,'physical entity',0
instance,NN,O,'abstract entity',from,IN,null,N,peers,NNS,O,'physical entity',0
instance,NN,O,'abstract entity',to,TO,null,N,PA,NN,STATE_OR_PROVINCE,'physical entity',0
PA,NN,ORGANIZATION,'physical entity',performs,VBZ,intransitive,N,process,NN,O,'abstract entity',1
PA,NN,ORGANIZATION,'physical entity',predicting,VBG,transitive,Y,peers,NNS,O,'physical entity',0
PA,NN,ORGANIZATION,'physical entity',predicting,VBG,transitive,Y,performance,NN,O,'abstract entity',0
